# Change_in_lift_due_to_ground_effect_factor
             0.0  1.203
             0.1  1.127
             0.15 1.090
             0.2  1.073
             0.3  1.046
             0.4  1.055
             0.5  1.019
             0.6  1.013
             0.7  1.008
             0.8  1.006
             0.9  1.003
             1.0  1.002
             1.1  1.0
