# Change_in_drag_due_to_ground_effect
             0.0  0.480
             0.1  0.515
             0.15 0.629
             0.2  0.709
             0.3  0.815
             0.4  0.882
             0.5  0.928
             0.6  0.962
             0.7  0.988
             0.8  1.0
             0.9  1.0
             1.0  1.0
             1.1  1.0
